Date,Journal Number,Transaction Type,Transaction ID,Reference Number,Account,Account Type,Contact ID,Contact Name,Debit,Credit,Department,Branch,Description
2025-10-09,JRN-9354,Vendor Payment,ZVP-6036,VPAY-6036,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,80255.34,0,Finance,Mumbai,Payment against BILL-2046
2025-10-09,JRN-9354,Vendor Payment,ZVP-6036,VPAY-6036,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,80255.34,Finance,Mumbai,Payment against BILL-2046
2025-09-30,JRN-9355,Vendor Payment,ZVP-6037,VPAY-6037,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,28659.84,0,Finance,Kolkata,Payment against BILL-2047
2025-09-30,JRN-9355,Vendor Payment,ZVP-6037,VPAY-6037,HDFC Bank Current A/c,Bank,VEND-003,Crest Logistics,0,28659.84,Finance,Kolkata,Payment against BILL-2047
2025-09-24,JRN-9356,Vendor Payment,ZVP-6038,VPAY-6038,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,20694.84,0,Finance,Kolkata,Payment against BILL-2048
2025-09-24,JRN-9356,Vendor Payment,ZVP-6038,VPAY-6038,HDFC Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,20694.84,Finance,Kolkata,Payment against BILL-2048
2025-11-19,JRN-9357,Vendor Payment,ZVP-6039,VPAY-6039,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,72545.22,0,Finance,Kolkata,Payment against BILL-2049
2025-11-19,JRN-9357,Vendor Payment,ZVP-6039,VPAY-6039,HDFC Bank Current A/c,Bank,VEND-007,Global Packaging,0,72545.22,Finance,Kolkata,Payment against BILL-2049
2025-12-06,JRN-9358,Vendor Payment,ZVP-6040,VPAY-6040,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,11844.84,0,Finance,Ahmedabad,Payment against BILL-2050
2025-12-06,JRN-9358,Vendor Payment,ZVP-6040,VPAY-6040,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,11844.84,Finance,Ahmedabad,Payment against BILL-2050
2025-11-21,JRN-9359,Vendor Payment,ZVP-6041,VPAY-6041,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,51188.4,0,Finance,Kolkata,Payment against BILL-2051
2025-11-21,JRN-9359,Vendor Payment,ZVP-6041,VPAY-6041,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,51188.4,Finance,Kolkata,Payment against BILL-2051
2025-11-15,JRN-9360,Vendor Payment,ZVP-6042,VPAY-6042,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,181040.32,0,Finance,Mumbai,Payment against BILL-2052
2025-11-15,JRN-9360,Vendor Payment,ZVP-6042,VPAY-6042,ICICI Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,181040.32,Finance,Mumbai,Payment against BILL-2052
2025-10-26,JRN-9361,Vendor Payment,ZVP-6043,VPAY-6043,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,56073.6,0,Finance,Mumbai,Payment against BILL-2054
2025-10-26,JRN-9361,Vendor Payment,ZVP-6043,VPAY-6043,HDFC Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,56073.6,Finance,Mumbai,Payment against BILL-2054
2025-11-03,JRN-9362,Vendor Payment,ZVP-6044,VPAY-6044,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,125976.8,0,Finance,Delhi,Payment against BILL-2055
2025-11-03,JRN-9362,Vendor Payment,ZVP-6044,VPAY-6044,HDFC Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,125976.8,Finance,Delhi,Payment against BILL-2055
2025-11-24,JRN-9363,Vendor Payment,ZVP-6045,VPAY-6045,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,49394.8,0,Finance,Delhi,Payment against BILL-2056
2025-11-24,JRN-9363,Vendor Payment,ZVP-6045,VPAY-6045,ICICI Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,49394.8,Finance,Delhi,Payment against BILL-2056
2025-12-20,JRN-9364,Vendor Payment,ZVP-6046,VPAY-6046,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,190171.16,0,Finance,Bengaluru,Payment against BILL-2058
2025-12-20,JRN-9364,Vendor Payment,ZVP-6046,VPAY-6046,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,190171.16,Finance,Bengaluru,Payment against BILL-2058
2025-11-12,JRN-9365,Vendor Payment,ZVP-6047,VPAY-6047,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,43612.8,0,Finance,Mumbai,Payment against BILL-2059
2025-11-12,JRN-9365,Vendor Payment,ZVP-6047,VPAY-6047,HDFC Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,43612.8,Finance,Mumbai,Payment against BILL-2059
2025-12-01,JRN-9366,Vendor Payment,ZVP-6048,VPAY-6048,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,94447.2,0,Finance,Kolkata,Payment against BILL-2060
2025-12-01,JRN-9366,Vendor Payment,ZVP-6048,VPAY-6048,HDFC Bank Current A/c,Bank,VEND-007,Global Packaging,0,94447.2,Finance,Kolkata,Payment against BILL-2060
2026-01-02,JRN-9367,Vendor Payment,ZVP-6049,VPAY-6049,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,38232,0,Finance,Mumbai,Payment against BILL-2062
2026-01-02,JRN-9367,Vendor Payment,ZVP-6049,VPAY-6049,HDFC Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,38232,Finance,Mumbai,Payment against BILL-2062
2025-12-18,JRN-9368,Vendor Payment,ZVP-6050,VPAY-6050,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,38099.84,0,Finance,Mumbai,Payment against BILL-2063
2025-12-18,JRN-9368,Vendor Payment,ZVP-6050,VPAY-6050,ICICI Bank Current A/c,Bank,VEND-003,Crest Logistics,0,38099.84,Finance,Mumbai,Payment against BILL-2063
2025-12-23,JRN-9369,Vendor Payment,ZVP-6051,VPAY-6051,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,162840,0,Finance,Delhi,Payment against BILL-2064
2025-12-23,JRN-9369,Vendor Payment,ZVP-6051,VPAY-6051,ICICI Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,162840,Finance,Delhi,Payment against BILL-2064
2025-12-25,JRN-9370,Vendor Payment,ZVP-6052,VPAY-6052,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,115437.04,0,Finance,Delhi,Payment against BILL-2065
2025-12-25,JRN-9370,Vendor Payment,ZVP-6052,VPAY-6052,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,115437.04,Finance,Delhi,Payment against BILL-2065
2026-01-12,JRN-9371,Vendor Payment,ZVP-6053,VPAY-6053,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,92524.98,0,Finance,Kolkata,Payment against BILL-2066
2026-01-12,JRN-9371,Vendor Payment,ZVP-6053,VPAY-6053,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,92524.98,Finance,Kolkata,Payment against BILL-2066
2026-01-28,JRN-9372,Vendor Payment,ZVP-6054,VPAY-6054,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,45170.4,0,Finance,Bengaluru,Payment against BILL-2067
2026-01-28,JRN-9372,Vendor Payment,ZVP-6054,VPAY-6054,ICICI Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,45170.4,Finance,Bengaluru,Payment against BILL-2067
2026-01-19,JRN-9373,Vendor Payment,ZVP-6055,VPAY-6055,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,49748.8,0,Finance,Delhi,Payment against BILL-2070
2026-01-19,JRN-9373,Vendor Payment,ZVP-6055,VPAY-6055,HDFC Bank Current A/c,Bank,VEND-003,Crest Logistics,0,49748.8,Finance,Delhi,Payment against BILL-2070
2025-12-24,JRN-9374,Vendor Payment,ZVP-6056,VPAY-6056,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,36863.2,0,Finance,Ahmedabad,Payment against BILL-DUP-01
2025-12-24,JRN-9374,Vendor Payment,ZVP-6056,VPAY-6056,ICICI Bank Current A/c,Bank,VEND-007,Global Packaging,0,36863.2,Finance,Ahmedabad,Payment against BILL-DUP-01
2026-02-10,JRN-9375,Vendor Payment,ZVP-6057,VPAY-6057,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,53130.68,0,Finance,Kolkata,Payment against BILL-DUP-01
2026-02-10,JRN-9375,Vendor Payment,ZVP-6057,VPAY-6057,HDFC Bank Current A/c,Bank,VEND-003,Crest Logistics,0,53130.68,Finance,Kolkata,Payment against BILL-DUP-01
2026-02-08,JRN-9376,Vendor Payment,ZVP-6058,VPAY-6058,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,53189.68,0,Finance,Kolkata,Payment against BILL-2073
2026-02-08,JRN-9376,Vendor Payment,ZVP-6058,VPAY-6058,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,53189.68,Finance,Kolkata,Payment against BILL-2073
2026-01-18,JRN-9377,Vendor Payment,ZVP-6059,VPAY-6059,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,23664.9,0,Finance,Bengaluru,Payment against BILL-2074
2026-01-18,JRN-9377,Vendor Payment,ZVP-6059,VPAY-6059,ICICI Bank Current A/c,Bank,VEND-003,Crest Logistics,0,23664.9,Finance,Bengaluru,Payment against BILL-2074
2026-02-17,JRN-9378,Vendor Payment,ZVP-6060,VPAY-6060,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,208822.24,0,Finance,Bengaluru,Payment against BILL-2075
2026-02-17,JRN-9378,Vendor Payment,ZVP-6060,VPAY-6060,HDFC Bank Current A/c,Bank,VEND-008,Horizon Security,0,208822.24,Finance,Bengaluru,Payment against BILL-2075
2026-02-05,JRN-9379,Vendor Payment,ZVP-6061,VPAY-6061,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,59645.46,0,Finance,Delhi,Payment against BILL-2076
2026-02-05,JRN-9379,Vendor Payment,ZVP-6061,VPAY-6061,ICICI Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,59645.46,Finance,Delhi,Payment against BILL-2076
2026-02-06,JRN-9380,Vendor Payment,ZVP-6062,VPAY-6062,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,144916.98,0,Finance,Kolkata,Payment against BILL-2077
2026-02-06,JRN-9380,Vendor Payment,ZVP-6062,VPAY-6062,ICICI Bank Current A/c,Bank,VEND-007,Global Packaging,0,144916.98,Finance,Kolkata,Payment against BILL-2077
2026-01-25,JRN-9381,Vendor Payment,ZVP-6063,VPAY-6063,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,157080.42,0,Finance,Ahmedabad,Payment against BILL-2078
2026-01-25,JRN-9381,Vendor Payment,ZVP-6063,VPAY-6063,ICICI Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,157080.42,Finance,Ahmedabad,Payment against BILL-2078
2026-03-04,JRN-9382,Vendor Payment,ZVP-6064,VPAY-6064,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,24086.16,0,Finance,Bengaluru,Payment against BILL-2079
2026-03-04,JRN-9382,Vendor Payment,ZVP-6064,VPAY-6064,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,24086.16,Finance,Bengaluru,Payment against BILL-2079
2026-03-15,JRN-9383,Vendor Payment,ZVP-6065,VPAY-6065,Accounts Payable,Accounts Payable,VEND-004,Dyna Services,52125.32,0,Finance,Ahmedabad,Payment against BILL-2080
2026-03-15,JRN-9383,Vendor Payment,ZVP-6065,VPAY-6065,ICICI Bank Current A/c,Bank,VEND-004,Dyna Services,0,52125.32,Finance,Ahmedabad,Payment against BILL-2080
2026-03-28,JRN-9384,Vendor Payment,ZVP-6066,VPAY-6066,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,212549.86,0,Finance,Delhi,Payment against BILL-2081
2026-03-28,JRN-9384,Vendor Payment,ZVP-6066,VPAY-6066,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,212549.86,Finance,Delhi,Payment against BILL-2081
2026-02-11,JRN-9385,Vendor Payment,ZVP-6067,VPAY-6067,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,84464.4,0,Finance,Ahmedabad,Payment against BILL-2082
2026-02-11,JRN-9385,Vendor Payment,ZVP-6067,VPAY-6067,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,84464.4,Finance,Ahmedabad,Payment against BILL-2082
2026-03-11,JRN-9386,Vendor Payment,ZVP-6068,VPAY-6068,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,96528.72,0,Finance,Bengaluru,Payment against BILL-2083
2026-03-11,JRN-9386,Vendor Payment,ZVP-6068,VPAY-6068,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,96528.72,Finance,Bengaluru,Payment against BILL-2083
2026-03-08,JRN-9387,Vendor Payment,ZVP-6069,VPAY-6069,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,71935.16,0,Finance,Mumbai,Payment against BILL-2085
2026-03-08,JRN-9387,Vendor Payment,ZVP-6069,VPAY-6069,HDFC Bank Current A/c,Bank,VEND-003,Crest Logistics,0,71935.16,Finance,Mumbai,Payment against BILL-2085
2026-03-25,JRN-9388,Vendor Payment,ZVP-6070,VPAY-6070,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,179407.2,0,Finance,Kolkata,Payment against BILL-2087
2026-03-25,JRN-9388,Vendor Payment,ZVP-6070,VPAY-6070,ICICI Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,179407.2,Finance,Kolkata,Payment against BILL-2087
2026-02-24,JRN-9389,Vendor Payment,ZVP-6071,VPAY-6071,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,78145.5,0,Finance,Mumbai,Payment against BILL-2088
2026-02-24,JRN-9389,Vendor Payment,ZVP-6071,VPAY-6071,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,78145.5,Finance,Mumbai,Payment against BILL-2088
2026-03-25,JRN-9390,Vendor Payment,ZVP-6072,VPAY-6072,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,16154.2,0,Finance,Delhi,Payment against BILL-2089
2026-03-25,JRN-9390,Vendor Payment,ZVP-6072,VPAY-6072,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,16154.2,Finance,Delhi,Payment against BILL-2089
2026-03-31,JRN-9391,Vendor Payment,ZVP-6073,VPAY-6073,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,35656.06,0,Finance,Mumbai,Payment against BILL-2090
2026-03-31,JRN-9391,Vendor Payment,ZVP-6073,VPAY-6073,HDFC Bank Current A/c,Bank,VEND-008,Horizon Security,0,35656.06,Finance,Mumbai,Payment against BILL-2090
2026-03-18,JRN-9392,Vendor Payment,ZVP-6074,VPAY-6074,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,42931.35,0,Finance,Bengaluru,Payment against BILL-2091
2026-03-18,JRN-9392,Vendor Payment,ZVP-6074,VPAY-6074,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,42931.35,Finance,Bengaluru,Payment against BILL-2091
2026-03-31,JRN-9393,Vendor Payment,ZVP-6075,VPAY-6075,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,17756.64,0,Finance,Bengaluru,Payment against BILL-2092
2026-03-31,JRN-9393,Vendor Payment,ZVP-6075,VPAY-6075,ICICI Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,17756.64,Finance,Bengaluru,Payment against BILL-2092
2026-03-18,JRN-9394,Vendor Payment,ZVP-6076,VPAY-6076,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,173330.2,0,Finance,Kolkata,Payment against BILL-2093
2026-03-18,JRN-9394,Vendor Payment,ZVP-6076,VPAY-6076,ICICI Bank Current A/c,Bank,VEND-003,Crest Logistics,0,173330.2,Finance,Kolkata,Payment against BILL-2093
2026-03-28,JRN-9395,Vendor Payment,ZVP-6077,VPAY-6077,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,72739.92,0,Finance,Kolkata,Payment against BILL-2095
2026-03-28,JRN-9395,Vendor Payment,ZVP-6077,VPAY-6077,HDFC Bank Current A/c,Bank,VEND-007,Global Packaging,0,72739.92,Finance,Kolkata,Payment against BILL-2095
2025-04-07,JRN-9396,Expense,ZE-8001,EXPREF-8001,Office Supplies,Expense,VEND-001,Alpha Supplies Pvt Ltd,67000,0,Sales,Bengaluru,Synthetic operating expense
2025-04-07,JRN-9396,Expense,ZE-8001,EXPREF-8001,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,12060,0,Sales,Bengaluru,Synthetic operating expense
2025-04-07,JRN-9396,Expense,ZE-8001,EXPREF-8001,ICICI Bank Current A/c,Bank,VEND-001,Alpha Supplies Pvt Ltd,0,79060,Sales,Bengaluru,Synthetic operating expense
2025-04-22,JRN-9397,Expense,ZE-8002,EXPREF-8002,Marketing Expense,Expense,VEND-005,Evergreen Technologies,19000,0,Operations,Kolkata,Synthetic operating expense
2025-04-22,JRN-9397,Expense,ZE-8002,EXPREF-8002,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,950,0,Operations,Kolkata,Synthetic operating expense
2025-04-22,JRN-9397,Expense,ZE-8002,EXPREF-8002,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,19950,Operations,Kolkata,Synthetic operating expense
2025-04-18,JRN-9398,Expense,ZE-8003,EXPREF-8003,Travel Expense,Expense,VEND-005,Evergreen Technologies,44000,0,Finance,Ahmedabad,Synthetic operating expense
2025-04-18,JRN-9398,Expense,ZE-8003,EXPREF-8003,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,0,0,Finance,Ahmedabad,Synthetic operating expense
2025-04-18,JRN-9398,Expense,ZE-8003,EXPREF-8003,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,44000,Finance,Ahmedabad,Synthetic operating expense
2025-04-24,JRN-9399,Expense,ZE-8004,EXPREF-8004,Software Subscription,Expense,VEND-002,BoxPro Materials,29000,0,Administration,Mumbai,Synthetic operating expense
2025-04-24,JRN-9399,Expense,ZE-8004,EXPREF-8004,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,0,0,Administration,Mumbai,Synthetic operating expense
2025-04-24,JRN-9399,Expense,ZE-8004,EXPREF-8004,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,29000,Administration,Mumbai,Synthetic operating expense
2025-04-11,JRN-9400,Expense,ZE-8005,EXPREF-8005,Repairs & Maintenance,Expense,VEND-008,Horizon Security,64000,0,Sales,Delhi,Synthetic operating expense
2025-04-11,JRN-9400,Expense,ZE-8005,EXPREF-8005,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,0,0,Sales,Delhi,Synthetic operating expense
2025-04-11,JRN-9400,Expense,ZE-8005,EXPREF-8005,ICICI Bank Current A/c,Bank,VEND-008,Horizon Security,0,64000,Sales,Delhi,Synthetic operating expense
2025-04-14,JRN-9401,Expense,ZE-8006,EXPREF-8006,Repairs & Maintenance,Expense,VEND-002,BoxPro Materials,45000,0,Sales,Ahmedabad,Synthetic operating expense
2025-04-14,JRN-9401,Expense,ZE-8006,EXPREF-8006,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,0,0,Sales,Ahmedabad,Synthetic operating expense
2025-04-14,JRN-9401,Expense,ZE-8006,EXPREF-8006,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,45000,Sales,Ahmedabad,Synthetic operating expense
2025-05-25,JRN-9402,Expense,ZE-8007,EXPREF-8007,Software Subscription,Expense,VEND-005,Evergreen Technologies,67000,0,Administration,Mumbai,Synthetic operating expense
2025-05-25,JRN-9402,Expense,ZE-8007,EXPREF-8007,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,0,0,Administration,Mumbai,Synthetic operating expense
2025-05-25,JRN-9402,Expense,ZE-8007,EXPREF-8007,ICICI Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,67000,Administration,Mumbai,Synthetic operating expense
2025-05-13,JRN-9403,Expense,ZE-8008,EXPREF-8008,Software Subscription,Expense,VEND-004,Dyna Services,32000,0,Technology,Delhi,Synthetic operating expense
2025-05-13,JRN-9403,Expense,ZE-8008,EXPREF-8008,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,0,0,Technology,Delhi,Synthetic operating expense
2025-05-13,JRN-9403,Expense,ZE-8008,EXPREF-8008,HDFC Bank Current A/c,Bank,VEND-004,Dyna Services,0,32000,Technology,Delhi,Synthetic operating expense
2025-05-15,JRN-9404,Expense,ZE-8009,EXPREF-8009,Software Subscription,Expense,VEND-003,Crest Logistics,41000,0,Operations,Kolkata,Synthetic operating expense
2025-05-15,JRN-9404,Expense,ZE-8009,EXPREF-8009,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,0,0,Operations,Kolkata,Synthetic operating expense
2025-05-15,JRN-9404,Expense,ZE-8009,EXPREF-8009,ICICI Bank Current A/c,Bank,VEND-003,Crest Logistics,0,41000,Operations,Kolkata,Synthetic operating expense
2025-05-05,JRN-9405,Expense,ZE-8010,EXPREF-8010,Software Subscription,Expense,VEND-002,BoxPro Materials,85000,0,Finance,Ahmedabad,Synthetic operating expense
2025-05-05,JRN-9405,Expense,ZE-8010,EXPREF-8010,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,15300,0,Finance,Ahmedabad,Synthetic operating expense
2025-05-05,JRN-9405,Expense,ZE-8010,EXPREF-8010,ICICI Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,100300,Finance,Ahmedabad,Synthetic operating expense
2025-05-02,JRN-9406,Expense,ZE-8011,EXPREF-8011,Office Supplies,Expense,VEND-002,BoxPro Materials,41000,0,Technology,Bengaluru,Synthetic operating expense
2025-05-02,JRN-9406,Expense,ZE-8011,EXPREF-8011,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,7380,0,Technology,Bengaluru,Synthetic operating expense
2025-05-02,JRN-9406,Expense,ZE-8011,EXPREF-8011,HDFC Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,48380,Technology,Bengaluru,Synthetic operating expense
2025-05-17,JRN-9407,Expense,ZE-8012,EXPREF-8012,Marketing Expense,Expense,VEND-004,Dyna Services,24000,0,Sales,Bengaluru,Synthetic operating expense
2025-05-17,JRN-9407,Expense,ZE-8012,EXPREF-8012,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,0,0,Sales,Bengaluru,Synthetic operating expense
2025-05-17,JRN-9407,Expense,ZE-8012,EXPREF-8012,ICICI Bank Current A/c,Bank,VEND-004,Dyna Services,0,24000,Sales,Bengaluru,Synthetic operating expense
2025-06-14,JRN-9408,Expense,ZE-8013,EXPREF-8013,Marketing Expense,Expense,VEND-002,BoxPro Materials,51000,0,Finance,Mumbai,Synthetic operating expense
2025-06-14,JRN-9408,Expense,ZE-8013,EXPREF-8013,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,0,0,Finance,Mumbai,Synthetic operating expense
2025-06-14,JRN-9408,Expense,ZE-8013,EXPREF-8013,ICICI Bank Current A/c,Bank,VEND-002,BoxPro Materials,0,51000,Finance,Mumbai,Synthetic operating expense
2025-06-13,JRN-9409,Expense,ZE-8014,EXPREF-8014,Repairs & Maintenance,Expense,VEND-006,FastTrack Transport,50000,0,Administration,Kolkata,Synthetic operating expense
2025-06-13,JRN-9409,Expense,ZE-8014,EXPREF-8014,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,9000,0,Administration,Kolkata,Synthetic operating expense
2025-06-13,JRN-9409,Expense,ZE-8014,EXPREF-8014,HDFC Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,59000,Administration,Kolkata,Synthetic operating expense
2025-06-05,JRN-9410,Expense,ZE-8015,EXPREF-8015,Marketing Expense,Expense,VEND-007,Global Packaging,67000,0,Finance,Ahmedabad,Synthetic operating expense
2025-06-05,JRN-9410,Expense,ZE-8015,EXPREF-8015,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,3350,0,Finance,Ahmedabad,Synthetic operating expense
2025-06-05,JRN-9410,Expense,ZE-8015,EXPREF-8015,HDFC Bank Current A/c,Bank,VEND-007,Global Packaging,0,70350,Finance,Ahmedabad,Synthetic operating expense
2025-06-13,JRN-9411,Expense,ZE-8016,EXPREF-8016,Marketing Expense,Expense,VEND-006,FastTrack Transport,55000,0,Administration,Ahmedabad,Synthetic operating expense
2025-06-13,JRN-9411,Expense,ZE-8016,EXPREF-8016,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,2750,0,Administration,Ahmedabad,Synthetic operating expense
2025-06-13,JRN-9411,Expense,ZE-8016,EXPREF-8016,ICICI Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,57750,Administration,Ahmedabad,Synthetic operating expense
2025-06-05,JRN-9412,Expense,ZE-8017,EXPREF-8017,Office Supplies,Expense,VEND-006,FastTrack Transport,43000,0,Sales,Kolkata,Synthetic operating expense
2025-06-05,JRN-9412,Expense,ZE-8017,EXPREF-8017,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,0,0,Sales,Kolkata,Synthetic operating expense
2025-06-05,JRN-9412,Expense,ZE-8017,EXPREF-8017,ICICI Bank Current A/c,Bank,VEND-006,FastTrack Transport,0,43000,Sales,Kolkata,Synthetic operating expense
2025-06-16,JRN-9413,Expense,ZE-8018,EXPREF-8018,Travel Expense,Expense,VEND-005,Evergreen Technologies,43000,0,Administration,Delhi,Synthetic operating expense
2025-06-16,JRN-9413,Expense,ZE-8018,EXPREF-8018,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,2150,0,Administration,Delhi,Synthetic operating expense
2025-06-16,JRN-9413,Expense,ZE-8018,EXPREF-8018,HDFC Bank Current A/c,Bank,VEND-005,Evergreen Technologies,0,45150,Administration,Delhi,Synthetic operating expense
2025-07-04,JRN-9414,Expense,ZE-8019,EXPREF-8019,Office Supplies,Expense,VEND-003,Crest Logistics,52000,0,Operations,Bengaluru,Synthetic operating expense
2025-07-04,JRN-9414,Expense,ZE-8019,EXPREF-8019,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,9360,0,Operations,Bengaluru,Synthetic operating expense
2025-07-04,JRN-9414,Expense,ZE-8019,EXPREF-8019,HDFC Bank Current A/c,Bank,VEND-003,Crest Logistics,0,61360,Operations,Bengaluru,Synthetic operating expense
2025-07-24,JRN-9415,Expense,ZE-8020,EXPREF-8020,Office Supplies,Expense,VEND-004,Dyna Services,54000,0,Technology,Mumbai,Synthetic operating expense
2025-07-24,JRN-9415,Expense,ZE-8020,EXPREF-8020,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,2700,0,Technology,Mumbai,Synthetic operating expense
2025-07-24,JRN-9415,Expense,ZE-8020,EXPREF-8020,ICICI Bank Current A/c,Bank,VEND-004,Dyna Services,0,56700,Technology,Mumbai,Synthetic operating expense
2025-07-01,JRN-9416,Expense,ZE-8021,EXPREF-8021,Marketing Expense,Expense,VEND-001,Alpha Supplies Pvt Ltd,56000,0,Administration,Bengaluru,Synthetic operating expense
2025-07-01,JRN-9416,Expense,ZE-8021,EXPREF-8021,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,2800,0,Administration,Bengaluru,Synthetic operating expense
